Bar Code,Product Code,Full Description,VAT Inclusive Price,Manufacturers Product Code
6002976025029,136042,PROMAC E-COAT BRIGHT PVA WHITE 20L WB502-9-20L,357.42,WB502-9-20L
6002976028402,138157,RUBBER DUCK LIQUID RUBBER TERRACOTTA 5L WB840-2-5L,480, WB840-2-5L
6002976028419,136046,RUBBER DUCK LIQUID RUBBER WHITE 20L WB841-9-20L,1465,WB841-9-20L
6002976029195,137548,RUBBER DUCK DAMP GUARD WHITE 5L WB919-5-5L,498, WB919-5-5L
6002976035783,136410,PROMAC VARNISH CLEAR 1L OB578-3-1L,225,OB578-3-1L
6002976035806,136412,PROMAC PU SUEDE VARNISH CLEAR 1L OB580-6-1L,242,OB580-6-1L
6002976035813,136413,PROMAC PU SUEDE VARNISH EBONY 1L OB581-3-1L,242, OB581-3-1L
6002976035851,136417,PROMAC PU SUEDE VARNISH TEAK 1L OB585-1-1L,242,OB585-1-1L
6002976035929,136419,PROMAC PU GLOSS VARNISH CLEAR 1L OB592-9-1L,225,OB592-9-1L
6002976035936,136420,PROMAC PU GLOSS VARNISH EBONY 1L OB593-6-1L,225,OB593-6-1L
6002976035950,136422,PROMAC PU GLOSS VARNISH LIGHT OAK 1L OB595-0-1L,225,OB595-0-1L
6002976036056,136432,PROMAC WOOD PRESERVATIVE IMBUIA 1L OB605-6-1L,217,OB605-6-1L
6002976036070,136434,PROMAC WOOD PRESERVATIVE EBONY 1L OB607-0-1L,217,OB607-0-1L
6002976036216,136444,PROMAC DECK DRESSING  MAHOGANY 1L OB621-6-1L,200,OB621-6-1LL
6003000584628,101317,KAKU AXE WOODEN HANDLE 500G IBH086,91,IBH086
6003000584628,127650,KAKU AXE FIBRE HANDLE 600G IBH088,129,IBH088
6003000584635,127650,KAKU AXE FIBRE HANDLE 600G IBH088,129,IBH088
6003000650811,101317,KAKU AXE WOODEN HANDLE 500G IBH086,91,IBH086
6003064000058,135393,DURAM FLEXIKOTE WHITE 5L 2010005,209,2010005
6003064000119,135391,DURAM FLEXIKOTE RED 5L 2060005,209,2060005
6003064000140,135390,DURAM FLEXIKOTE GREY 5L 2071005,209,2071005
6003064000171,135385,DURAM FLEXIKOTE BLACK 5L 2090005,209,2090005
6003064000256,127003,DURAM WOODSEAL 1L CLEAR 8801001,207,8801001
6003064000263,127004,DURAM WOODSEAL 5L CLEAR 8801005,630,8801005
6003064000362,127005,DURAM WALL & CEILING DUNE PREM MATT 20L 11042020,981,11042020
6003064000409,127008,DURAM WALL & CEILING SUMMER HARVEST PREM MATT 20L 11041020,981,11041020
6003064000423,127009,DURAM WALL & CEILING SUNSET PREM MATT 20L 11060020,981,11060020
6003064000430,126747,DURAM WALL & CEILING 5L WHITE 11010005,413,1101005
6003064000447,126748,DURAM WALL & CEILING 20L WHITE 11010020,981,1101020
6003064000508,127006,DURAM WALL & CEILING MACADAMIA PREM MATT 20L 11044020,981,11042020
6003064000522,127007,DURAM WALL & CEILING RIVER STONE PREM MATT 20L 11071020,981,110710202
6003064000553,126707,DURAM NS4 RED OXIDE ANTI RUST COAT 1L 4460001,173,4460001
6003064000560,126708,DURAM NS4 RED OXIDE ANTI RUST COAT 5L 4460005,585,4460005
6003064000591,126703,DURAM NS4 GREY ANTI RUST COAT 1L 4470001,147,4470001
6003064000607,126704,DURAM NS4 GREY ANTI RUST COAT 5L 4470005,585,4470005
6003064000638,126701,DURAM NS4 BLACK ANTI RUST COAT 1L 4490001,147,4490001
6003064000645,126702,DURAM NS4 BLACK ANTI RUST COAT 5L 4490005,585,4490005
6003064000676,126705,DURAM NS4 HERITAGE GREEN ANTI RUST COAT 1L 4451001,147,4451001
6003064000683,126706,DURAM NS4 HERITAGE GREEN ANTI RUST COAT 5L 4451005,675,4451005
6003064000768,128579,DURAM PLASTABOND PRIMER 1LT,107, 
6003064000843,135392,DURAM FLEXIKOTE TERRACOTTA 5L 2031005,209,2031005
6003064000881,135389,DURAM FLEXIKOTE GREEN 5L 2050005,209,2050005
6003064000911,126709,DURAM NS4 WHITE ANTI RUST COAT 1L 4410001,147,4410001
6003064000928,126710,DURAM NS4 WHITE ANTI RUST COAT 5L 4410005,585,4410005
6003064000973,135386,DURAM FLEXIKOTE BROWN 5L 2030005,209,2030005
6003064000997,135388,DURAM FLEXIKOTE CHARCOAL 5L 2070005,209,2070005
6003064001741,135387,DURAM FLEXIKOTE BURGUNDY 5L 2061005,209,2061005
6003064001819,136854,DURAM CLASSIC MATT PASTEL BASE 5L 061-01-005,624,061-01-005
6003064002007,128573,DURAM NS2 GALVANISED IRON CLEANER 5LT,220, 
6003064002014,128575,DURAM NS6 GALVANISED IRON PRIMER YELLOW 5LT,618, 
6003064002182,128572,DURAM NS2 GALVANISED IRON CLEANER 1LT,61, 
6003064002199,128574,DURAM NS6 GALVANISED IRON PRIMER YELLOW 1LT,151,4340001
6003064002908,135110,DURAM FLEXIWALL KALAHARI DUSK 5L 2348005,395.6,2348005
6003064002915,135111,DURAM FLEXIWALL KALAHARI DUSK 20L 2348020,1508.8,2348020
6003064002960,127573,DURAM FLEXIWALL WHITE 5L 2310005,395.6,2310005
6003064002977,127572,DURAM FLEXIWALL WHITE 20L 2310020,1508.8,2310020
6003190001851, ,New product,0, 
6003190001851,134874,YALE NIGHTLATCH COMPLETE WITH 1X1 CYLINDER YDY564G,450.8,YDY564G
6003190004500, ,New product,0, 
6003190004524,124973,UNION MORTICE LOCKSET 2LEVER BLISTER,420,UDY6822495CH
6003190004531,124974,UNION MORTICE LOCKSET 3LEVER BLISTER,459,UDY6822452CH
6003190004548,124975,UNION MORTICE LOCKSET 4LEVER BLISTER,566.95,UNION4LB
6003190004586,108580,UNION MORTICE LOCK BODY 3L BLISTER BP  UDY2252-76PL,165.14,209211
6003190004838, ,New product,0, 
6003190006504,134871,YALE ESSENTIAL 2 LEVER GALVANISED UPRIGHT LOCK DY22954-76ZN,225,DY22954-76ZN
6003190006535, ,New product,0, 
60033638042804, ,New product,0, 
60033851721821, ,New product,0, 
6003394000018, ,New product,0, 
6003394000063,130169,RET ECONOLINE WINDY DRYER (32.5M X 3ARM),927.94,BDE
6003394000070,130171,RET EZY DRY EXPANDABLE CLOTH LINE (9.5M),866.2,EEZI
6003394000124, ,New product,0, 
6003394000209,130167,RET RETRACTABLE BELL LINE,296.7,LUQ101-2.3
6003394000667,130170,RET SWINGLINE W/MOUNT FOLD DOWN CLOTHLINE (6LX9M),1104.92,LYQ127-9D
6003398006130,105953,"PADBOLT 6""/150mm NZ-1647 (14155-18)",29.42,NZ-1647
6003398009635,136879,WILDBERRY TOILET SEAT WOODEN WHITE,270,ABS2530
6003398051801, ,New product,0, 
6003398055564,138314,WILDBERRY 2 TIER CORNER CADDY CHROME ABS5022,381.23,ABS5022
6003398079058,138036,TRADE WELDING AUTO HELMET DARK NON-ADJ,274,EWHEL0010
6003398083130,138616,TRADE WELDING AUTO HELMET DARK ADJUSTABLE,395,EWHEL0001
6003398085202,138623,TRADE ROPE REFLECTIVE 6MM X20MT,99,TOOR1403
6003398085738,138316,TRADE PROFESSIONAL 10 BAR CONTROLL PUMP MCOP1410,764,MCOP1410
6003398088265,138615,WILDBERRY SHOWER CADDY CHROME ABS5102,276,ABS6123
6003398092941,137626,WILDBERY SHOWER CURTAIN VEGAS ABS5120,113,ABS5120
6003398093726,136639,L&G  COMP/HOBBY AIR 24LT 1.5HP 3PC  MCFRC115,3448,MCFRC115
6003398094259,138317,TRADE PROFESSIONAL PUMP TO TANK CONNECTOR KIT MCOP1412,496,MCOP1412
6003398105276,138625,FRAGRAM TOOLBOX 70PC KIT,1783,TOOT2634
6003398105580,137349,FRAGRAM  INVERTER WELDER MMA 120,875,MCOW4039
6003398109885,136877,STRAIGHT EDGE OPEN 1.8M TOOS002,257.51,TOOS002
6003398109908,136878,STRAIGHT EDGE OPEN 2.4 M TOOS004,349.51,TOOS004
6003398113844,136867,WILDBERRY TOOTHBRUSH HOLDER MATT BLK ABS6118,185.73,ABS6118
6003398113851,136868,WILDBERRY PEDAL BIN 3L MATT BLK ABS6119,291.3,ABS6119
6003398113882,138313,WILDBERRY HAIR IRON HOLDER ABS5151,37,ABS5151
6003398115657,138033,TRADE WELDING MIG WIRE 0.8MM X 1KG,253,EWSW00001
6003398115664,138034,TRADE WELDING MIG WIRE 1.0MM X 1KG,242,EWSW00003
6003398116616,121189,TRADEQUIP  STEP LADDER MULTI PURPOSE TOOL1254,1562,TOOL1254
6003398116852,100075,WILDBERY SHOWER CURTAIN VENICE ABS5152,113,ABS5152
6003398116876,138320,WILDBERY SHOWER CURTAIN AFRICA ABS5154,113,ABS5154
6003398116883,137625,WILDBERY SHOWER CURTAIN PARMA ABS5155,113,ABS5155
6003398118085,136876,CLOTHS LINE FOLD AWAY TOOR1440 WHT,975.55,TOOR1440
6003398119495,136869,WILDBERRY SHOWER ARM 150MM MATT BLK ABS6120,73,ABS6120
6003398119501,136870,WILDBERRY SHOWER HEAD SQ 100MM S/S MATT BLK,174,ABS6121
6003398120088,138035,TRADE MIG WELDING 1300L MULTI INVERTER 220V,1815,EWM0124M
6003398121221,138626,FRAGRAM TOOLBOX 154PC KIT,1188,TOOT2642
6003404000366,132038,SILTECH CORNICE ADHESIVE 1KG AC0030,44.09,AC0030
6003404000823,132039,SILTECH CORNICE ADHESIVE 2KG AC0061,83.7,AC0061
6003404000830,132040,SILTECH CORNICE ADHESIVE 5KG AC0062,189.82,AC0062
6003404001790,132037,SOMAFIX PAINTERS ACRYLIC SEALANT WHITE SF-8396,35,SMFASW280
6003404002193,132168,SILTECH Y-CLEAN ECONO DISHWASHING LIQUID 5LT YC0162,61.07,YC0162
6003404002421,132169,SILTECH Y-CLEAN TUB & TILE CLEANER 1lt YC0191,38.03,YC0191
6003404003268,132170,SILTECH Y-CLEAN PINE GEL 5kg YC0332,191.23,YC0332
6003416246639, ,New product,0, 
6003450004400,800032,008 X 044 MERANTI FLAT COVERSTRIP,42,MFCS44
6003450005896,800029,015 X 064 PINE SKIRTING,35,PSKIRT64
6003450006718,800025,008 X 032 PINE FLAT COVERSTRIP,12,PFCS32
6003450024033,125607,022x069 PINE ARCHITRAVE COLSTD 3MT (5/B),258,TP22X69X3.0ARCS
6003450059042,125346,SWARTLAND KALAHARI SUN DOOR YKD100,2300,YKD100
6003450059059,125347,SWARTLAND DANCER DOOR KYD101,2300,KYD101
6003450059066,125348,SWARTLAND WIDEHORIZONTAL SLATS DOOR PD61,5869.6,PD61
6003450081661,129605,CEILING TRAP DOOR 600mm x 600mm WHITE,1104,LA600X600SW1
6003450203179,130481,DOWEL STICK 6mmx900mm,8,RH55
6003450203186,131124,DOWEL STICK 6mm x 1.8m,10.53,20-1725
6003450203193,130480,DOWEL STICK 8mmx900mm,10,RH56
6003450203209,131127, DOWEL STICK 8mm x 1.8m,14.96,20-5061
6003450203216,130482,DOWELS STICK 10mmx900mm,14,RH57
6003450203223,131125,DOWEL STICK 10mm x 1.8m,19.96,20-1739
6003450203230,133027,HILLALDAM COSY DELUXE HANGER 2PK 259210P,188.05,259210P
6003450203247,103024,DOWEL STICK 12mm x 1.8m,34.27, 
6003450203254,103028,DOWELS 16MM X 900MM,18.29,20-1437
6003450203261,124048,DOWELS 16MM X 1.8MM,32.84,SL 0980
6003450203278,103029,DOWELS 19MM X 900MM,46,20-1438
6003450203285,131126,DOWEL STICK 19mm x 1.8m,74.29,20-1742
6003465201139,108354,WHITE WASH (10KG BAG),110,WHITEWASH
6003466005095,133053,MITCO COLD CHISEL 25mmX250mm 25025,101.75,25025
6003466005125,133052,MITCO COLD CHISEL 16mmX200mm 20016,60.39,22016
6003466005156,133054,MITCO COLD CHISEL 25mmX350mm 35025,104.7,35025
6003466005521,133051,MITCO BRICK BOLSTER 100mm 22025,118,22025
6003466008201,106985,SASH CLAMP 1220MM INDUSTRIAL,565.83,CLA226
6003466015278,127738,MITCO ROAD STAMPER ROUND 170RS 170mm MT-0068,551.91,MT-0068
6003466023730, ,New product,0, 
6003554000018,102039,REDTOP STD RE-USABLE FLYTRAP,104.79,80-0689
6003554000025,101828,REDTOP FLY BAIT FLYTRAP,25.27,80-0690
6003554000308,107723,REDTOP OUTDOOR FLYTRAP + BAIT RTO202,38,80-0691
6003554000452,121880,REDTOP FLYTRAP DISPOSABLE,70.29,33280
6003554000728, ,New product,0, 
6003554000735, ,New product,0, 
6003574001781,125736,SDP PRUNING SHEAR,46,ND035
6003582000103,107313,SPEEDHEAT BASIN MIXER PLSHBM,135,PLSHBM
6003582000127,107314,SPEEDHEAT HAND HELD SHOWER PLSHHS,255.02,PLSHHS
6003638000590,102555,CISTERN FP43 - HANDLE PLASTIC,33.89,FP43
6003638000996,127692,PARKER JAZZ TOILET SEAT SOFT CLOSE URBAN WHITE,837.2,SA1-411-65370
6003638038073,106033,PARKER MECHANISM DUAL FLUSH+JELLO B,211.6,411-60001
6003638038692,123728,URINAL FITTINGS - FLATBACK TOP-IN-V,352.79,3527
6003638044839, ,New product,0, 
6003638046888,106034,PARKER MECHANISM L/L BETTA BIBO FP15B/GD15C,165.6,GD15C
6003638888815,106053,PARKER PAN FIXATION SET XC3-413-71001,73.6,XC3-413-71001
6003650040017,121055,ARAF ALUM DOUBLE SIDE LADDER 5 STEP DIY,459.98,LD001
6003650040079, ,New product,0, 
6003751002907,138624,FRAGRAM SPANNER 8PC SET,178,TOOS1852
6003751006240,136039,BRUNO COMBINATION SQUARE + LEVEL  300mm STEEL,88,TOOS1702
6003751010957,130345,MARSHAL TROWEL FLOORING WOOD HNDL 355mm,100,1902M
6003751010988,131119,MT GAUGING TROWEL 150mm 1908M,49,1908M
6003751014535,138318,L&G FRAGRAM POCKET HANDSAW TOOH805,55,TOOH805
6003751020727,106194,PLASTIC AIRVENT SMALL,5,PAVEXT
6003751020734,120001,AIRVENT TERRACOTTA/BROWN PLASTIC,7,B1001
6003751363596,124949,BRENTWOOD  RHINOLITE TROWEL 280mm P/H BRPF,59,138623
6003751364920,136875,TRADEWELD WELDING INVERTER CABLE 180AMP 2PC,874,EW-10066
6003789001613,100818,ACADEMY BEE PAINT BRUSH 12MM,13.06,F0161
6003789001637,100820,ACADEMY BEE PAINT BRUSH 25MM,13.71,F0163
6003789001644,100821,ACADEMY BEE PAINT BRUSH 38MM,18.61,F0164
6003789001651,100822,ACADEMY BEE PAINT BRUSH 50MM,25.21,F0165
6003789001675,100823,ACADEMY BEE PAINT BRUSH 75MM,41.39,F0167
6003789001682,100817,ACADEMY BEE PAINT BRUSH 100MM,57.28,F0168
6003789001859, ,New product,0, 
6003789001996,129547,ACADEMY TEN PIECE ROLLER SET,116.13,F0199
6003789002016,100837,ACADEMY EVERYMAN PAINT BRUSH 12mm,22.91,F0201
6003789002023,100838,ACADEMY EVERYMAN PAINT BRUSH 19mm,31.63,F0202 - EVE19
6003789002030,100839,ACADEMY EVERYMAN PAINT BRUSH 25mm,42.1,F0203
6003789002047,100841,ACADEMY EVERYMAN PAINT BRUSH 38mm,55.14,F0204 - EVE38
6003789002054,100842,ACADEMY EVERYMAN PAINT BRUSH 50mm,76.25,F0205 - EVE50
6003789002078,100843,ACADEMY EVERYMAN PAINT BRUSH 75mm,128.46,F0207 - EVE75
6003789002085,100836,ACADEMY EVERYMAN PAINT BRUSH 100mm,186.98,F0208 - EVE100
6003789011902, ,New product,0, 
6003789013012,100824,ACADEMY BLOCK BRUSH PURE BRISTLE 150 X 35MM,293.57,F1301
6003789013036,100825,ACADEMY BLOCK BRUSH PURE BRISTLE 180 x 50mm,387.96,F1303
6003789015238,128184,ACADEMY IVORY PAINT BRUSH 25MM F1523,20.88,F1523
6003789015245,131308,ACADEMY IVORY PAINT BRUSH 38MM F1524,28.15,F1524
6003789015252,128183,ACADEMY IVORY PAINT BRUSH 50MM F1525,37.54,F1525
6003789017010,100872,ACADEMY OVAL PURE BRISTLE 140X45MM F1701,234.6,F1701
6003789017027,100874,ACADEMY SYNTHETIC OVAL BRUSH 140MM,157.41,F1702
6003789018017,100873,ACADEMY OVAL PURE BRISTLE 140 X 38MM  (LONGER BRISTLE),342.98,F1801
6003789018109,100878,ACADEMY PURE BRISTLE MINI BLOCK NO. 10  100MM,132.2,F1810
6003789018116,100879,ACADEMY PURE BRISTLE MINI BLOCK NO. 12  120MM,181.52,F1811
6003789027040,100880,ACADEMY RADIATOR BRUSH NO. 5   63MM,44.44,F2704
6003789027064,100881,ACADEMY RADIATOR BRUSH NO. 6   75MM,63.27,F2706
6003789029525, ,New product,0, 
6003789029532, ,New product,0, 
6003789029549, ,New product,0, 
6003789029556, ,New product,0, 
6003789032617,100857,ACADEMY 305mm MILLENNIUM GUTTER SWEEPER,114.45,F3261
6003789032624,108526,ACADEMY F3262 610MM HARD PLATFORM BROOM,167.62,F3262
6003789032631,100858,ACADEMY F3263 375MM HARD PLATFORM BROOM,122.64,F3263
6003789033508,120371,ACADEMY F3350 460MM HARD PLATFORM BROOM,153.18,F3350
6003789033515,100859,ACADEMY F3351 460MM SOFT PLATFORM BROOM,160.26,F3351
6003789033522,100860,ACADEMY MILLENIUM BROOM PLATFORM 610MM 88 GRIP BLACK FIBRE COMP,199.27,F3352
6003789033621,100883,ELITE POLYCON BROOM EPB,42,EPB
6003789035618,127581,ACADEMY 305MM SYN RAINBOW G/SWEEPER F3561,65.99, F3561
6003789035625,127579,ACADEMY F7731 60CM MOP SWEEPER COMPLETE,377.05,F7731
6003789035632,127580,ACADEMY 460MM SYN RAINBOW PLATFORM BROOM  F3563,84.09, F3563
6003789035649, ,New product,0, 
6003789035687,120365,ACADEMY F3568 HOUSEHOLD BROOM ECONO,60.63,F3568
6003789038503,126516,ACADEMY F3850 SOFT FUNKY BROOM PVC FLAGGED,58.14,F3850
6003789038510,129548,ACADEMY SOFT FUNKY BROOM METAL GRIP,80,F3851
6003789040049,11268,ACADEMY F/ TRIM SCRUBBING BRUSH HARD SYNTH-280MM,61.42,F4004
6003789040056,120366,ACADEMY FLAT UNION SCRUB BRUSH,61.42,F4005
6003789041015,100829,ACADEMY BRUSH SCRUBBING 150MM CHUBBY PVC FIBRE,30.43,F4101
6003789041022,100830,ACADEMY BRUSH SCRUBBING 190MM VARNISHED SYNTHETIC FIBRE ASS,44.65,F4102
6003789042012,120370,ACADEMY WIRE BRUSH FINE FOUNDRY,62.01,F4201
6003789042029,100890,ACADEMY WIRE FOUNDRY BRUSH  BLOCK TYPE  COARSE WIRE - WOODEN,65.6,F4202
6003789043088,120374,ACADEMY BRAZING BRUSH-WOODEN HANDLE,62.01,F4308
6003789043095,128877,ACADEMY FOUNDRY FINE WIRE-PLASTIC HNDL,62.01,F4309
6003789043101,128878,ACADEMY FOUNDRY COARSE WIRE-PLASTIC HNDL,62.01,F4310
6003789045020,100889,ACADEMY WHITE WASH 190MM WITH BROWN FIBRE,68.54,F4502
6003789045068,121373,ACADEMY WHITE WASH 190MM WITH WHITE FIBRE,68.52,F4506
6003789045099,125303,ECO WHITE WASH BRUSH F4509,50.05,F4509
6003789046010,100887,ACADEMY TAR BRUSH COCA FIBRE 75MM X 150MM,32.57,F4601
6003789050642,133959,ACADEMY 225MM INTERIOR COMBO SET F5064,129.84,F5064
6003789050659,133960,ACADEMY 225MM EXTERIOR COMBO SET F5065,133.71,F5065
6003789052233,108410,ACADEMY 100MM FURPILE ROLLER F5223,44.25,F5223
6003789052240,126513,ACADEMY 100MM FURPILE REFILL ROLLER,26.84,F5224
6003789052288,100862,ACADEMY MOHAIR COMP ROLLER 100MM,56.93,F5228
6003789052295,100866,ACADEMY MOHAIR ROLLER REFILLS 100MM,39.59,F5229
6003789052394, ,New product,0, 
6003789053087,100863,ACADEMY MOHAIR COMP ROLLER 160MM,69.37,F5308
6003789053094,120368,ACADEMY MOHAIR REFILL ONLY 160MM,55.72,F5309
6003789055012,125325,ACADEMY 225MM LAMBSWOOL ROLLER AND TRAY SET,72.57,F5501
6003789055029,100855,ACADEMY LAMBSWOOL COMP ROLLER 225MM,64.95,F5502
6003789055036,100856,ACADEMY LAMBSWOOL ROLLER REFILLS 225MM,44.78,F5503
6003789055050,100884,ACADEMY SHEEPSKIN COMP ROLLER 225MM,139.56,F5505
6003789055067,100885,ACADEMY SHEEPSKIN ROLLER REFILLS 225MM,105.43,F5506
6003789055159,100864,ACADEMY WHITE MOHAIR COMP ROLLER 225MM,83.05,F5515
6003789055166,100867,ACADEMY MOHAIR ROLLER REFILLS 225MM,66.86,F5516
6003789055173,11261,ACADEMY TEXTURED ROLLER REFILLS 225MM,130.49,F5517
6003789055180,100891,ACADMEY TEXTURED COMP ROLLER 225MM,153.43,F5518
6003789055227,124068,ACADEMY 225MM FURPILE ROLLER SET,75.97,F5522
6003789055234,100845,ACADEMY FURPILE COMP ROLLERS 225MM,59.46,F5523
6003789055241,121422,ACADEMY FURPILE ROLLER REFILLS 225MM,39.23,F5524
6003789055371,124739,ACADEMY ECOPILE 225mm ROLLER REFILL,27.97,F5537
6003789055388,100832,ACADEMY ECOPILE COMP ROLLERS 225MM,42.11,F5538
6003789055401,100833,ACADEMY 225MM ECOPILE ROLLER AND TRAY SET,41.73,F5540
6003789055609,100876,ACADEMY PROPILE REFILL 225MM,59.52,F5560
6003789055616,100877,ACADEMY PROPILE ROLLER 225MM,80.32,F5561
6003789056095,124738,ACADEMY EEZYPILE 225mm ROLLER REFILL,59.34,F5609
6003789056101,100834,ACADEMY EEZYPILE COMP ROLLER 225MM,80.22,F5610
6003789056118,100835,ACADEMY EEZYPILE ROLLER SETS 225MM,96.58,F5611
6003789057054,100831,ACADEMY CORRUGATED COMPLETE ROLLERS 200MM,354.75,F5705
6003789058143,100865,ACADEMY MOHAIR ROLLER 50MM,50.72,F5814
6003789058150,100868,ACADEMY MOHAIR ROLLER REFILLS 50MM,35.89,F5815
6003789059508,121423,ACADEMY RADIATOR ROLLER REFILLS 50MM,17.66,F5950
6003789059515,121424,ACADEMY RADIATOR ROLLER REFILLS 70MM,19.96,F5951
6003789059522,121109,ACADEMY RADIATOR REFILL 110MM,26.13,F5952
6003789059539,100882,ACADEMY RADIATOR ROLLER REFILLS 160MM,31.56,F5953
6003789059546,124066,ACADEMY 50MM TWINPACK RADIATOR ROLLER,33.49,F5954
6003789059553,124065,ACADEMY  110mmTWINPACK RADIATOR ROLLER,49.13,F5955
6003789059607,124742,ACADEMY 50mm RADIATOR TRAY SET,69.55,F5960
6003789059614,124741,ACADEMY 110mm RADIATOR TRAY SET,87.49,F5961
6003789059652,11262,ACADEMY RADIATOR ROLLER 50MM,32.84,F5965
6003789059669,11263,ACADEMY RADIATOR ROLLER 70MM,35.6,F5966
6003789059676,11264,ACADEMY RADIATOR ROLLER 110MM,41.4,F5967
6003789059683,11265,ACADEMY RADIATOR ROLLER 160MM,47.2,F5968
6003789061037,124740,ACADEMY 140mm RADIATOR PAINT TRAY,25.76,F6103
6003789061617,124064,ACADEMY 3PC BEE PAINT BRUSH PACK,48.67,F6161
6003789067008,100262,12mm MASKING TAPE,14, 
6003789067053, ,New product,0, 
6003789067060,122328,AVAST CLEAR PACKAGING TAPE 48X50,15,UW048R
6003789072156,128555,ACADEMY WATER PAPER 230X280X100,8.06,F7215
6003789072170,128556,ACADEMY WATER PAPER 230X280X150,9,F7217
6003789072194,128554,ACADEMY WATER PAPER 230X280X220,7.48,F7219
6003789072200,128557,ACADEMY WATER PAPER 230X280X360,7.27,F7220
6003789072217,128558,ACADEMY WATER PAPER 230X280X400,7.27,F7221
6003789072279,128561,ACADEMY CABINET PAPER 230X280X80,3.46,F7227
6003789072286,128562,ACADEMY CABINET PAPER 230X280X100,3.15,F7228
6003789072347,106973,SANDPAPER 1M-40 GRIT,29,1M40
6003789072354,100844,SAND PAPER 1M 60 GRIT,29,1M60
6003789072361,106974,SANDPAPER 1M-80 GRIT,27,1M80
6003789072378,106972,SANDPAPER 1M-100 GRIT,27,1M100
6003789072392,128560,ACADEMY WATER PAPER 230X280X800,5.22,F7239
6003789072408,128563,ACADEMY CABINET PAPER 230X280X220,2.82,F7240
6003789072859,122809,ACADEMY RUBBER SANDING BLOCK,65.78,F7285
6003789074334,103301,ACADEMY 3cm SCRAPER F7433,24.29,F7433
6003789074341,108369,ACADEMY 5cm SCRAPER F7434,26.5,F7434
6003789074358,108362,ACADEMY 8cm SCRAPER F7435,32.02,F7435
6003789074365,127825,ACADEMY 10cm SCRAPER F7436,40.85,f7436
6003789074402,128564,ACADEMY SPONGE SANDING BLOCK-FINE,17.94,F7440
6003789074419,128565,ACADEMY SPONGE SANDING BLOCK-MEDIUM,20.63,F7441
6003789074426,128566,ACADEMY SPONGE SANDING BLOCK-COARSE,20.63,F7442
60037890787556,106323,MOLINARI BOTTLE TRAP (BASIN&SINK) ML70,223.45,ML70
6003789086801,126540,ACADEMY METAL ANGLE MOP-COMPLETE F8680,256.86,F8680
6003789087228,122808,ACADEMY  WINDOW SQUEEGEE 1.1M,153.57,F8722
6003789087556,100846,ACADEMY GARDEN TOOLS LEAF RAKE WOODEN HANDLE,37.72,F18794
6003789087792,106325,ACADEMY F8779 MAKULU LEAF RAKE,46.83,F8779
6003789087860,120418,ACADEMY F8786 GREEN LEAF RAKE,29.26,F8786
6003789088041,130141,MATUS SQUEEGEE  600MM,296.7,MTS1120
6003789088270,100886,MATUS SQUEEGEE 450MM,264.5,MTS1100
6003789132508, ,New product,0, 
6003789132508,122805,ACADEMY F13250 MINI BROOM,58.88,F31520
6003789133598,100828,ACADEMY  GB1 HOUSE BROOM INTERIOR,138.74,F13359
6003789133628,100883,ELITE POLYCON BROOM EPB,42,EPB
6003789133666,100827,ACADEMY  GB6 HOUSE BROOM INTERIOR,127.26,F13366
6003789174577,130143,ACADEMY WRINGER MOP WITH WOODEN HANDLE,185.29,F17457
6003789186594, ,New product,0, 
6003789186617,100870,AMBRO MOP WITH WOODEN HANDLE  METAL INDUSTRIAL,62.54,MOME004
6003789186624,100871,ACADEMY MOP WET WITH WOODEN HANDLE W5 COMP METAL SOCKET,65.08,F18662
6003851010123, ,New product,0, 
6003851010130, ,New product,0, 
6003851040120, ,New product,0, 
6003851040137,100319,1L VELVAGLO WHITE,169,VLO1-1L
6003851050129,123308,PLASCON DOUBLE VELVET WHITE 5L,475,VEL10005
6003851090620,100631,5L DAMPSEAL,767,DAMP 5L
6003851090637,100308,1L DAMPSEAL,266,DAMP 1L
6003851121126,129532,5L UC2 PLASCON WOOD PRIMER,740.2,PLAS WOOD PRIMER
6003851127463,123292,PLASCON MASTER PREP PLASTER PRIMER GREY 20lt UC000020-0020,853,UC000020-0020
6003851174320,123302,PLASCON KITCHEN & BATHROOM 2.5L WHITE,345.4,KBM1
6003851271968,125131,PLASCON TRUE COLOUR ROOF PAINT GREEN 20L,839.56,125131
6003851480520, ,New product,0, 
6003851480568,126940,PLASCON TRADEPRO 20L BRIGHT MATT WHITE,458.16,UBM000001-0020
6003851480629,126941,PLASCON TRADEPRO 5L BRILLIANT SHEEN WHT,462.12,ULS000001-0005
6003851480766,126942,PLASCON TRADEPRO 20L BRILLIANT SHEEN WHT,862.96,ULS000001-0020
6003851481824, ,New product,0, 
6003851481862,126944,PLASCON TRADEPRO HH 20L MATT WHITE,734.16,UHM000001-0020
6003851482227,126946,PLASCON TRADEPRO 5L GLOSS ENAMEL WHITE,356.96,UWE000001-0001
6003851482234,126945,PLASCON TRADEPRO 1L GLOSS ENAMEL WHITE,82.8,UWE000001-0001
6003851482326,126948,PLASCON TRADEPRO 5L GLOSS ENAMEL BLACK,356.96,UWE000002-0005
6003851482333,126947,PLASCON TRADEPRO 1L GLOSS ENAMEL BLACK,82.8,UWE000002-0001
6003851482524,126950,PLASCON TRADEPRO 5L GLOSS ENAMEL BROWN,356.96,UWE000004-0005
